split,event_index,baseline_cumulative_reward,baseline_cumulative_coverage,adaptive_cumulative_reward_mean,adaptive_cumulative_reward_lower,adaptive_cumulative_reward_upper,adaptive_cumulative_coverage_mean,adaptive_cumulative_exploration_rate_mean,adaptive_celular_selection_rate_mean,adaptive_telefone_selection_rate_mean
validation,161,0,0.0,0.3333333333333333,0.0,2.0,0.11635610766045547,0.11635610766045547,0.8836438923395443,0.11635610766045547
validation,162,0,0.0,0.3333333333333333,0.0,2.0,0.11604938271604938,0.11604938271604938,0.8839506172839506,0.11604938271604938
validation,163,0,0.0,0.3333333333333333,0.0,2.0,0.11615541922290387,0.11615541922290387,0.8838445807770959,0.11615541922290387
validation,164,0,0.0,0.3333333333333333,0.0,2.0,0.11544715447154474,0.11544715447154474,0.8845528455284555,0.11544715447154474
validation,165,0,0.0,0.3333333333333333,0.0,2.0,0.11555555555555558,0.11555555555555558,0.8844444444444446,0.11555555555555558
validation,166,0,0.0,0.3333333333333333,0.0,2.0,0.11526104417670681,0.11526104417670681,0.8847389558232931,0.11526104417670681
validation,167,0,0.0,0.3333333333333333,0.0,2.0,0.11457085828343311,0.11457085828343311,0.8854291417165672,0.11457085828343311
validation,168,0,0.0,0.3333333333333333,0.0,2.0,0.1142857142857143,0.1142857142857143,0.8857142857142859,0.1142857142857143
validation,169,0,0.0,0.3333333333333333,0.0,2.0,0.11400394477317552,0.11400394477317552,0.8859960552268242,0.11400394477317552
validation,170,0,0.0,0.3333333333333333,0.0,2.0,0.11333333333333334,0.11333333333333334,0.8866666666666667,0.11333333333333334
validation,171,0,0.0,0.3333333333333333,0.0,2.0,0.11345029239766082,0.11345029239766082,0.8865497076023393,0.11345029239766082
validation,172,0,0.0,0.3333333333333333,0.0,2.0,0.1135658914728682,0.1135658914728682,0.8864341085271318,0.1135658914728682
validation,173,0,0.0,0.3333333333333333,0.0,2.0,0.11348747591522157,0.11348747591522157,0.8865125240847783,0.11348747591522157
validation,174,0,0.0,0.3333333333333333,0.0,2.0,0.11340996168582375,0.11340996168582375,0.8865900383141762,0.11340996168582375
validation,175,0,0.0,0.3333333333333333,0.0,2.0,0.1137142857142857,0.1137142857142857,0.8862857142857141,0.1137142857142857
validation,176,0,0.0,0.3333333333333333,0.0,2.0,0.11363636363636363,0.11363636363636363,0.8863636363636364,0.11363636363636363
validation,177,0,0.0,0.3333333333333333,0.0,2.0,0.11299435028248588,0.11299435028248588,0.8870056497175139,0.11299435028248588
validation,178,0,0.0,0.3333333333333333,0.0,2.0,0.11235955056179779,0.11235955056179779,0.8876404494382022,0.11235955056179779
validation,179,0,0.0,0.3333333333333333,0.0,2.0,0.11210428305400372,0.11210428305400372,0.8878957169459962,0.11210428305400372
validation,180,0,0.0,0.3333333333333333,0.0,2.0,0.11185185185185186,0.11185185185185186,0.8881481481481482,0.11185185185185186
validation,181,0,0.0,0.3333333333333333,0.0,2.0,0.11141804788213629,0.11141804788213629,0.8885819521178636,0.11141804788213629
validation,182,0,0.0,0.3333333333333333,0.0,2.0,0.11117216117216118,0.11117216117216118,0.8888278388278388,0.11117216117216118
validation,183,0,0.0,0.3333333333333333,0.0,2.0,0.11092896174863391,0.11092896174863391,0.889071038251366,0.11092896174863391
validation,184,0,0.0,0.3333333333333333,0.0,2.0,0.11068840579710146,0.11068840579710146,0.8893115942028985,0.11068840579710146
validation,185,0,0.0,0.3333333333333333,0.0,2.0,0.1102702702702703,0.1102702702702703,0.8897297297297299,0.1102702702702703
validation,186,0,0.0,0.3333333333333333,0.0,2.0,0.10967741935483866,0.10967741935483866,0.8903225806451612,0.10967741935483866
validation,187,0,0.0,0.3333333333333333,0.0,2.0,0.10962566844919786,0.10962566844919786,0.8903743315508021,0.10962566844919786
validation,188,0,0.0,0.3333333333333333,0.0,2.0,0.10921985815602836,0.10921985815602836,0.8907801418439719,0.10921985815602836
validation,189,0,0.0,0.3333333333333333,0.0,2.0,0.10934744268077597,0.10934744268077597,0.890652557319224,0.10934744268077597
validation,190,0,0.0,0.3333333333333333,0.0,2.0,0.10929824561403507,0.10929824561403507,0.890701754385965,0.10929824561403507
validation,191,0,0.0,0.3333333333333333,0.0,2.0,0.10890052356020939,0.10890052356020939,0.8910994764397907,0.10890052356020939
validation,192,0,0.0,0.3333333333333333,0.0,2.0,0.10833333333333332,0.10833333333333332,0.8916666666666667,0.10833333333333332
validation,193,0,0.0,0.3333333333333333,0.0,2.0,0.10777202072538859,0.10777202072538859,0.8922279792746112,0.10777202072538859
validation,194,0,0.0,0.3333333333333333,0.0,2.0,0.10738831615120277,0.10738831615120277,0.8926116838487972,0.10738831615120277
validation,195,0,0.0,0.3333333333333333,0.0,2.0,0.10752136752136754,0.10752136752136754,0.8924786324786328,0.10752136752136754
validation,196,0,0.0,0.3333333333333333,0.0,2.0,0.10714285714285714,0.10714285714285714,0.8928571428571429,0.10714285714285714
validation,197,0,0.0,0.3333333333333333,0.0,2.0,0.10710659898477157,0.10710659898477157,0.8928934010152287,0.10710659898477157
validation,198,0,0.0,0.3333333333333333,0.0,2.0,0.10673400673400676,0.10673400673400676,0.8932659932659934,0.10673400673400676
validation,199,0,0.0,0.3333333333333333,0.0,2.0,0.10636515912897819,0.10636515912897819,0.8936348408710215,0.10636515912897819
validation,200,0,0.0,0.3333333333333333,0.0,2.0,0.10616666666666667,0.10616666666666667,0.8938333333333335,0.10616666666666667
validation,201,0,0.0,0.3333333333333333,0.0,2.0,0.10613598673300169,0.10613598673300169,0.8938640132669986,0.10613598673300169
validation,202,0,0.0,0.3333333333333333,0.0,2.0,0.10594059405940598,0.10594059405940598,0.894059405940594,0.10594059405940598
validation,203,0,0.0,0.3333333333333333,0.0,2.0,0.10558292282430211,0.10558292282430211,0.8944170771756982,0.10558292282430211
validation,204,0,0.0,0.3333333333333333,0.0,2.0,0.1053921568627451,0.1053921568627451,0.8946078431372548,0.1053921568627451
validation,205,0,0.0,0.3333333333333333,0.0,2.0,0.10536585365853662,0.10536585365853662,0.8946341463414638,0.10536585365853662
validation,206,0,0.0,0.3333333333333333,0.0,2.0,0.10485436893203885,0.10485436893203885,0.8951456310679611,0.10485436893203885
validation,207,0,0.0,0.3333333333333333,0.0,2.0,0.10434782608695653,0.10434782608695653,0.8956521739130435,0.10434782608695653
validation,208,0,0.0,0.4666666666666667,0.0,2.2749999999999986,0.10448717948717948,0.10448717948717948,0.8955128205128203,0.10448717948717948
